Smiles,h,RGroupIndex,LinkerIndex
[H]c1nc([H])c([C@]([H])(N([H])C(=O)C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])[H])C([H])([H])[H])c([H])c1[H],6,287,38
[H]C(=Nc1c([H])nc([H])c([H])c1[H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[H],6,287,39
[H]c1nc([H])c(C([H])([H])c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],6,288,0
[H]c1nc([H])c(C(=O)N([H])c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],6,288,1
[H]c1nc([H])c(N([H])C(=O)c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],6,288,2
[H]c1nc([H])c(N([H])c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],6,288,3
[H]c1nc([H])c(C(=O)c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],6,288,4
[H]c1nc([H])c(Oc2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],6,288,5
[H]c1nc([H])c(OC([H])([H])c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],6,288,6
[H]c1nc([H])c(C([H])([H])Oc2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],6,288,7
[H]c1nc([H])c(S(=O)(=O)c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],6,288,8
[H]c1nc([H])c(S(=O)(=O)N([H])c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],6,288,9
[H]c1nc([H])c(N([H])S(=O)(=O)c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],6,288,10
[H]c1nc([H])c(N([H])C([H])([H])c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],6,288,11
[H]c1nc([H])c(C([H])([H])N([H])c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],6,288,12
[H]c1nc([H])c(C(=O)N([H])C([H])([H])c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],6,288,13
[H]c1nc([H])c(C([H])([H])N([H])C(=O)c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],6,288,14
[H]c1nc([H])c(C([H])([H])C([H])([H])c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],6,288,15
[H]c1nc([H])c(N([H])C(=O)C([H])([H])c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],6,288,16
[H]c1nc([H])c(C([H])([H])C(=O)N([H])c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],6,288,17
[H]c1nc([H])c(N([H])C(=O)N([H])c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],6,288,18
[H]c1nc([H])c(C(=O)C([H])([H])c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],6,288,19
[H]c1nc([H])c(C([H])([H])C(=O)c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],6,288,20
[H]c1nc([H])c(-c2c([H])c([H])c(-c3c([H])c([H])c4c([H])c([H])c([H])c([H])c4c3[H])c([H])c2[H])c([H])c1[H],6,288,21
[H]c1nc([H])c(SC([H])([H])c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],6,288,22
[H]c1nc([H])c(C([H])([H])Sc2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],6,288,23
[H]c1nc([H])c(C#Cc2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],6,288,24
[H]c1nc([H])c(Sc2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],6,288,25
[H]C(=C([H])c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2c1[H])c1c([H])nc([H])c([H])c1[H],6,288,26
[H]c1nc([H])c([C@@]([H])(N([H])c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])C([H])([H])[H])c([H])c1[H],6,288,27
[H]c1nc([H])c(N([H])[C@]([H])(c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])C([H])([H])[H])c([H])c1[H],6,288,28
[H]c1nc([H])c(C(=O)Oc2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],6,288,29
[H]c1nc([H])c(OC(=O)c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],6,288,30
[H]c1nc([H])c(C(=O)OC([H])([H])c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],6,288,31
[H]c1nc([H])c(C([H])([H])OC(=O)c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c1[H],6,288,32
[H]c1nc([H])c(N2C([H])([H])C([H])([H])N(c3c([H])c([H])c4c([H])c([H])c([H])c([H])c4c3[H])C([H])([H])C2([H])[H])c([H])c1[H],6,288,33
[H]c1nc([H])c([C@@]([H])(c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])C([H])([H])[H])c([H])c1[H],6,288,34
[H]c1nc([H])c(N2C([H])([H])C([H])([H])C([H])(c3c([H])c([H])c4c([H])c([H])c([H])c([H])c4c3[H])C([H])([H])C2([H])[H])c([H])c1[H],6,288,35
[H]c1nc([H])c(C2([H])C([H])([H])C([H])([H])N(c3c([H])c([H])c4c([H])c([H])c([H])c([H])c4c3[H])C([H])([H])C2([H])[H])c([H])c1[H],6,288,36
[H]c1nc([H])c(C(=O)N([H])[C@@]([H])(c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])C([H])([H])[H])c([H])c1[H],6,288,37
[H]c1nc([H])c([C@]([H])(N([H])C(=O)c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])C([H])([H])[H])c([H])c1[H],6,288,38
[H]C(=Nc1c([H])nc([H])c([H])c1[H])c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2c1[H],6,288,39
[H]c1nc([H])c(C([H])([H])C([H])(F)F)c([H])c1[H],6,289,0
[H]c1nc([H])c(C(=O)N([H])C([H])(F)F)c([H])c1[H],6,289,1
[H]c1nc([H])c(N([H])C(=O)C([H])(F)F)c([H])c1[H],6,289,2
[H]c1nc([H])c(N([H])C([H])(F)F)c([H])c1[H],6,289,3
[H]c1nc([H])c(C(=O)C([H])(F)F)c([H])c1[H],6,289,4
[H]c1nc([H])c(OC([H])(F)F)c([H])c1[H],6,289,5
[H]c1nc([H])c(OC([H])([H])C([H])(F)F)c([H])c1[H],6,289,6
[H]c1nc([H])c(C([H])([H])OC([H])(F)F)c([H])c1[H],6,289,7
[H]c1nc([H])c(S(=O)(=O)C([H])(F)F)c([H])c1[H],6,289,8
[H]c1nc([H])c(S(=O)(=O)N([H])C([H])(F)F)c([H])c1[H],6,289,9
[H]c1nc([H])c(N([H])S(=O)(=O)C([H])(F)F)c([H])c1[H],6,289,10
[H]c1nc([H])c(N([H])C([H])([H])C([H])(F)F)c([H])c1[H],6,289,11
[H]c1nc([H])c(C([H])([H])N([H])C([H])(F)F)c([H])c1[H],6,289,12
[H]c1nc([H])c(C(=O)N([H])C([H])([H])C([H])(F)F)c([H])c1[H],6,289,13
[H]c1nc([H])c(C([H])([H])N([H])C(=O)C([H])(F)F)c([H])c1[H],6,289,14
[H]c1nc([H])c(C([H])([H])C([H])([H])C([H])(F)F)c([H])c1[H],6,289,15
[H]c1nc([H])c(N([H])C(=O)C([H])([H])C([H])(F)F)c([H])c1[H],6,289,16
[H]c1nc([H])c(C([H])([H])C(=O)N([H])C([H])(F)F)c([H])c1[H],6,289,17
[H]c1nc([H])c(N([H])C(=O)N([H])C([H])(F)F)c([H])c1[H],6,289,18
[H]c1nc([H])c(C(=O)C([H])([H])C([H])(F)F)c([H])c1[H],6,289,19
[H]c1nc([H])c(C([H])([H])C(=O)C([H])(F)F)c([H])c1[H],6,289,20
[H]c1nc([H])c(-c2c([H])c([H])c(C([H])(F)F)c([H])c2[H])c([H])c1[H],6,289,21
[H]c1nc([H])c(SC([H])([H])C([H])(F)F)c([H])c1[H],6,289,22
[H]c1nc([H])c(C([H])([H])SC([H])(F)F)c([H])c1[H],6,289,23
[H]c1nc([H])c(C#CC([H])(F)F)c([H])c1[H],6,289,24
[H]c1nc([H])c(SC([H])(F)F)c([H])c1[H],6,289,25
[H]C(=C([H])C([H])(F)F)c1c([H])nc([H])c([H])c1[H],6,289,26
[H]c1nc([H])c([C@@]([H])(N([H])C([H])(F)F)C([H])([H])[H])c([H])c1[H],6,289,27
[H]c1nc([H])c(N([H])[C@@]([H])(C([H])([H])[H])C([H])(F)F)c([H])c1[H],6,289,28
[H]c1nc([H])c(C(=O)OC([H])(F)F)c([H])c1[H],6,289,29
[H]c1nc([H])c(OC(=O)C([H])(F)F)c([H])c1[H],6,289,30
[H]c1nc([H])c(C(=O)OC([H])([H])C([H])(F)F)c([H])c1[H],6,289,31
[H]c1nc([H])c(C([H])([H])OC(=O)C([H])(F)F)c([H])c1[H],6,289,32
[H]c1nc([H])c(N2C([H])([H])C([H])([H])N(C([H])(F)F)C([H])([H])C2([H])[H])c([H])c1[H],6,289,33
[H]c1nc([H])c([C@]([H])(C([H])([H])[H])C([H])(F)F)c([H])c1[H],6,289,34
[H]c1nc([H])c(N2C([H])([H])C([H])([H])C([H])(C([H])(F)F)C([H])([H])C2([H])[H])c([H])c1[H],6,289,35
[H]c1nc([H])c(C2([H])C([H])([H])C([H])([H])N(C([H])(F)F)C([H])([H])C2([H])[H])c([H])c1[H],6,289,36
[H]c1nc([H])c(C(=O)N([H])[C@]([H])(C([H])([H])[H])C([H])(F)F)c([H])c1[H],6,289,37
[H]c1nc([H])c([C@]([H])(N([H])C(=O)C([H])(F)F)C([H])([H])[H])c([H])c1[H],6,289,38
[H]C(=Nc1c([H])nc([H])c([H])c1[H])C([H])(F)F,6,289,39
[H]c1nc([H])c(C([H])([H])c2c(C([H])([H])[H])noc2C([H])([H])[H])c([H])c1[H],6,290,0
[H]c1nc([H])c(C(=O)N([H])c2c(C([H])([H])[H])noc2C([H])([H])[H])c([H])c1[H],6,290,1
[H]c1nc([H])c(N([H])C(=O)c2c(C([H])([H])[H])noc2C([H])([H])[H])c([H])c1[H],6,290,2
[H]c1nc([H])c(N([H])c2c(C([H])([H])[H])noc2C([H])([H])[H])c([H])c1[H],6,290,3
[H]c1nc([H])c(C(=O)c2c(C([H])([H])[H])noc2C([H])([H])[H])c([H])c1[H],6,290,4
[H]c1nc([H])c(Oc2c(C([H])([H])[H])noc2C([H])([H])[H])c([H])c1[H],6,290,5
[H]c1nc([H])c(OC([H])([H])c2c(C([H])([H])[H])noc2C([H])([H])[H])c([H])c1[H],6,290,6
[H]c1nc([H])c(C([H])([H])Oc2c(C([H])([H])[H])noc2C([H])([H])[H])c([H])c1[H],6,290,7
[H]c1nc([H])c(S(=O)(=O)c2c(C([H])([H])[H])noc2C([H])([H])[H])c([H])c1[H],6,290,8
[H]c1nc([H])c(S(=O)(=O)N([H])c2c(C([H])([H])[H])noc2C([H])([H])[H])c([H])c1[H],6,290,9
[H]c1nc([H])c(N([H])S(=O)(=O)c2c(C([H])([H])[H])noc2C([H])([H])[H])c([H])c1[H],6,290,10
[H]c1nc([H])c(N([H])C([H])([H])c2c(C([H])([H])[H])noc2C([H])([H])[H])c([H])c1[H],6,290,11
[H]c1nc([H])c(C([H])([H])N([H])c2c(C([H])([H])[H])noc2C([H])([H])[H])c([H])c1[H],6,290,12
[H]c1nc([H])c(C(=O)N([H])C([H])([H])c2c(C([H])([H])[H])noc2C([H])([H])[H])c([H])c1[H],6,290,13
[H]c1nc([H])c(C([H])([H])N([H])C(=O)c2c(C([H])([H])[H])noc2C([H])([H])[H])c([H])c1[H],6,290,14
[H]c1nc([H])c(C([H])([H])C([H])([H])c2c(C([H])([H])[H])noc2C([H])([H])[H])c([H])c1[H],6,290,15
[H]c1nc([H])c(N([H])C(=O)C([H])([H])c2c(C([H])([H])[H])noc2C([H])([H])[H])c([H])c1[H],6,290,16
[H]c1nc([H])c(C([H])([H])C(=O)N([H])c2c(C([H])([H])[H])noc2C([H])([H])[H])c([H])c1[H],6,290,17
[H]c1nc([H])c(N([H])C(=O)N([H])c2c(C([H])([H])[H])noc2C([H])([H])[H])c([H])c1[H],6,290,18
[H]c1nc([H])c(C(=O)C([H])([H])c2c(C([H])([H])[H])noc2C([H])([H])[H])c([H])c1[H],6,290,19
[H]c1nc([H])c(C([H])([H])C(=O)c2c(C([H])([H])[H])noc2C([H])([H])[H])c([H])c1[H],6,290,20
[H]c1nc([H])c(-c2c([H])c([H])c(-c3c(C([H])([H])[H])noc3C([H])([H])[H])c([H])c2[H])c([H])c1[H],6,290,21
[H]c1nc([H])c(SC([H])([H])c2c(C([H])([H])[H])noc2C([H])([H])[H])c([H])c1[H],6,290,22
[H]c1nc([H])c(C([H])([H])Sc2c(C([H])([H])[H])noc2C([H])([H])[H])c([H])c1[H],6,290,23
[H]c1nc([H])c(C#Cc2c(C([H])([H])[H])noc2C([H])([H])[H])c([H])c1[H],6,290,24
[H]c1nc([H])c(Sc2c(C([H])([H])[H])noc2C([H])([H])[H])c([H])c1[H],6,290,25
[H]C(=C([H])c1c([H])nc([H])c([H])c1[H])c1c(C([H])([H])[H])noc1C([H])([H])[H],6,290,26
[H]c1nc([H])c([C@@]([H])(N([H])c2c(C([H])([H])[H])noc2C([H])([H])[H])C([H])([H])[H])c([H])c1[H],6,290,27
[H]c1nc([H])c(N([H])[C@]([H])(c2c(C([H])([H])[H])noc2C([H])([H])[H])C([H])([H])[H])c([H])c1[H],6,290,28
[H]c1nc([H])c(C(=O)Oc2c(C([H])([H])[H])noc2C([H])([H])[H])c([H])c1[H],6,290,29
[H]c1nc([H])c(OC(=O)c2c(C([H])([H])[H])noc2C([H])([H])[H])c([H])c1[H],6,290,30
[H]c1nc([H])c(C(=O)OC([H])([H])c2c(C([H])([H])[H])noc2C([H])([H])[H])c([H])c1[H],6,290,31
[H]c1nc([H])c(C([H])([H])OC(=O)c2c(C([H])([H])[H])noc2C([H])([H])[H])c([H])c1[H],6,290,32
[H]c1nc([H])c(N2C([H])([H])C([H])([H])N(c3c(C([H])([H])[H])noc3C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],6,290,33
[H]c1nc([H])c([C@@]([H])(c2c(C([H])([H])[H])noc2C([H])([H])[H])C([H])([H])[H])c([H])c1[H],6,290,34
[H]c1nc([H])c(N2C([H])([H])C([H])([H])C([H])(c3c(C([H])([H])[H])noc3C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],6,290,35
[H]c1nc([H])c(C2([H])C([H])([H])C([H])([H])N(c3c(C([H])([H])[H])noc3C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],6,290,36
[H]c1nc([H])c(C(=O)N([H])[C@@]([H])(c2c(C([H])([H])[H])noc2C([H])([H])[H])C([H])([H])[H])c([H])c1[H],6,290,37
[H]c1nc([H])c([C@]([H])(N([H])C(=O)c2c(C([H])([H])[H])noc2C([H])([H])[H])C([H])([H])[H])c([H])c1[H],6,290,38
[H]C(=Nc1c([H])nc([H])c([H])c1[H])c1c(C([H])([H])[H])noc1C([H])([H])[H],6,290,39
[H]c1nc([H])c(C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,0
[H]c1nc([H])c(C(=O)N([H])C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,1
[H]c1nc([H])c(N([H])C(=O)C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,2
[H]c1nc([H])c(N([H])C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,3
[H]c1nc([H])c(C(=O)C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,4
[H]c1nc([H])c(OC([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,5
[H]c1nc([H])c(OC([H])([H])C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,6
[H]c1nc([H])c(C([H])([H])OC([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,7
[H]c1nc([H])c(S(=O)(=O)C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,8
[H]c1nc([H])c(S(=O)(=O)N([H])C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,9
[H]c1nc([H])c(N([H])S(=O)(=O)C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,10
[H]c1nc([H])c(N([H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,11
[H]c1nc([H])c(C([H])([H])N([H])C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,12
[H]c1nc([H])c(C(=O)N([H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,13
[H]c1nc([H])c(C([H])([H])N([H])C(=O)C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,14
[H]c1nc([H])c(C([H])([H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,15
[H]c1nc([H])c(N([H])C(=O)C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,16
[H]c1nc([H])c(C([H])([H])C(=O)N([H])C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,17
[H]c1nc([H])c(N([H])C(=O)N([H])C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,18
[H]c1nc([H])c(C(=O)C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,19
[H]c1nc([H])c(C([H])([H])C(=O)C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,20
[H]c1nc([H])c(-c2c([H])c([H])c(C([H])([H])N3C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])c([H])c2[H])c([H])c1[H],6,291,21
[H]c1nc([H])c(SC([H])([H])C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,22
[H]c1nc([H])c(C([H])([H])SC([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,23
[H]c1nc([H])c(C#CC([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,24
[H]c1nc([H])c(SC([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,25
[H]C(=C([H])C([H])([H])N1C([H])([H])C([H])([H])N([H])C([H])([H])C1([H])[H])c1c([H])nc([H])c([H])c1[H],6,291,26
[H]c1nc([H])c([C@@]([H])(N([H])C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])C([H])([H])[H])c([H])c1[H],6,291,27
[H]c1nc([H])c(N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,28
[H]c1nc([H])c(C(=O)OC([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,29
[H]c1nc([H])c(OC(=O)C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,30
[H]c1nc([H])c(C(=O)OC([H])([H])C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,31
[H]c1nc([H])c(C([H])([H])OC(=O)C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,32
[H]c1nc([H])c(N2C([H])([H])C([H])([H])N(C([H])([H])N3C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,33
[H]c1nc([H])c([C@]([H])(C([H])([H])[H])C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,34
[H]c1nc([H])c(N2C([H])([H])C([H])([H])C([H])(C([H])([H])N3C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,35
[H]c1nc([H])c(C2([H])C([H])([H])C([H])([H])N(C([H])([H])N3C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,36
[H]c1nc([H])c(C(=O)N([H])[C@]([H])(C([H])([H])[H])C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c1[H],6,291,37
[H]c1nc([H])c([C@]([H])(N([H])C(=O)C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])C([H])([H])[H])c([H])c1[H],6,291,38
[H]C(=Nc1c([H])nc([H])c([H])c1[H])C([H])([H])N1C([H])([H])C([H])([H])N([H])C([H])([H])C1([H])[H],6,291,39
[H]c1nc([H])c(C([H])([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])c([H])c1[H],6,292,0
[H]c1nc([H])c(C(=O)N([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])c([H])c1[H],6,292,1
[H]c1nc([H])c(N([H])C(=O)c2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])c([H])c1[H],6,292,2
[H]c1nc([H])c(N([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])c([H])c1[H],6,292,3
[H]c1nc([H])c(C(=O)c2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])c([H])c1[H],6,292,4
[H]c1nc([H])c(Oc2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])c([H])c1[H],6,292,5
[H]c1nc([H])c(OC([H])([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])c([H])c1[H],6,292,6
[H]c1nc([H])c(C([H])([H])Oc2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])c([H])c1[H],6,292,7
[H]c1nc([H])c(S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])c([H])c1[H],6,292,8
[H]c1nc([H])c(S(=O)(=O)N([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])c([H])c1[H],6,292,9
[H]c1nc([H])c(N([H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])c([H])c1[H],6,292,10
[H]c1nc([H])c(N([H])C([H])([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])c([H])c1[H],6,292,11
[H]c1nc([H])c(C([H])([H])N([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])c([H])c1[H],6,292,12
[H]c1nc([H])c(C(=O)N([H])C([H])([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])c([H])c1[H],6,292,13
[H]c1nc([H])c(C([H])([H])N([H])C(=O)c2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])c([H])c1[H],6,292,14
[H]c1nc([H])c(C([H])([H])C([H])([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])c([H])c1[H],6,292,15
[H]c1nc([H])c(N([H])C(=O)C([H])([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])c([H])c1[H],6,292,16
[H]c1nc([H])c(C([H])([H])C(=O)N([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])c([H])c1[H],6,292,17
[H]c1nc([H])c(N([H])C(=O)N([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])c([H])c1[H],6,292,18
[H]c1nc([H])c(C(=O)C([H])([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])c([H])c1[H],6,292,19
[H]c1nc([H])c(C([H])([H])C(=O)c2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])c([H])c1[H],6,292,20
[H]c1nc([H])c(-c2c([H])c([H])c(-c3c([H])c([H])c(OC([H])([H])[H])c([H])c3OC([H])([H])[H])c([H])c2[H])c([H])c1[H],6,292,21
[H]c1nc([H])c(SC([H])([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])c([H])c1[H],6,292,22
[H]c1nc([H])c(C([H])([H])Sc2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])c([H])c1[H],6,292,23
[H]c1nc([H])c(C#Cc2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])c([H])c1[H],6,292,24
[H]c1nc([H])c(Sc2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])c([H])c1[H],6,292,25
[H]C(=C([H])c1c([H])c([H])c(OC([H])([H])[H])c([H])c1OC([H])([H])[H])c1c([H])nc([H])c([H])c1[H],6,292,26
[H]c1nc([H])c([C@@]([H])(N([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])C([H])([H])[H])c([H])c1[H],6,292,27
[H]c1nc([H])c(N([H])[C@]([H])(c2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])C([H])([H])[H])c([H])c1[H],6,292,28
[H]c1nc([H])c(C(=O)Oc2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])c([H])c1[H],6,292,29
[H]c1nc([H])c(OC(=O)c2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])c([H])c1[H],6,292,30
[H]c1nc([H])c(C(=O)OC([H])([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])c([H])c1[H],6,292,31
[H]c1nc([H])c(C([H])([H])OC(=O)c2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])c([H])c1[H],6,292,32
[H]c1nc([H])c(N2C([H])([H])C([H])([H])N(c3c([H])c([H])c(OC([H])([H])[H])c([H])c3OC([H])([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],6,292,33
[H]c1nc([H])c([C@@]([H])(c2c([H])c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])C([H])([H])[H])c([H])c1[H],6,292,34
